system,reference,variable,treatment_mean,reference_mean,p_value,comparison,entry
RT,Alley,soil_texture_silt,40.9190157875,39.8941318,0.555537725834901,system_entry,A
RT,Alley,soil_texture_silt,41.9411101425,39.8941318,0.2255642116558602,system_entry,B
NA,Alley,subsurface_hardness,331.5,364.375,6.180617663133314e-4,entry,A
NA,Alley,subsurface_hardness,341.3671875,364.375,0.0053975481296513455,entry,B
NA,Alley,subsurface_hardness,340.15625,364.375,0.005861125882627625,entry,Corn
Corn,Alley,subsurface_hardness,340.15625,364.375,0.005861125882627625,system,NA
EWM,Alley,subsurface_hardness,329.84375,364.375,5.984067260692126e-4,system,NA
HF,Alley,subsurface_hardness,335.578125,364.375,0.011384780709962199,system,NA
LF,Alley,subsurface_hardness,344.296875,364.375,0.07359579849650576,system,NA
RT,Alley,subsurface_hardness,336.015625,364.375,0.036214038142753945,system,NA
Corn,Alley,subsurface_hardness,340.15625,364.375,0.005861125882627625,system_entry,Corn
EWM,Alley,subsurface_hardness,318.4375,364.375,3.1974769048472896e-4,system_entry,A
EWM,Alley,subsurface_hardness,341.25,364.375,0.012367664837101328,system_entry,B
HF,Alley,subsurface_hardness,341.15625,364.375,0.1333939365045679,system_entry,A
HF,Alley,subsurface_hardness,330,364.375,0.0662178437951816,system_entry,B
LF,Alley,subsurface_hardness,333.4375,364.375,0.062101311418820644,system_entry,A
LF,Alley,subsurface_hardness,355.15625,364.375,0.5462080883905686,system_entry,B
RT,Alley,subsurface_hardness,332.96875,364.375,0.22494974175521373,system_entry,A
RT,Alley,subsurface_hardness,339.0625,364.375,0.0803964009248236,system_entry,B
NA,Alley,surface_hardness,124.375,258.59375,1.166823790566311e-5,entry,A
NA,Alley,surface_hardness,148.671875,258.59375,2.1348277052971015e-5,entry,B
NA,Alley,surface_hardness,163.28125,258.59375,0.0011258175492232744,entry,Corn
Corn,Alley,surface_hardness,163.28125,258.59375,0.0011258175492232744,system,NA
EWM,Alley,surface_hardness,132.265625,258.59375,5.56802333466329e-6,system,NA
HF,Alley,surface_hardness,144.84375,258.59375,1.9268211538749163e-5,system,NA
LF,Alley,surface_hardness,133.671875,258.59375,7.191263517678199e-6,system,NA
RT,Alley,surface_hardness,135.3125,258.59375,1.4854082831473794e-5,system,NA
Corn,Alley,surface_hardness,163.28125,258.59375,0.0011258175492232744,system_entry,Corn
EWM,Alley,surface_hardness,115.15625,258.59375,8.284799717640428e-5,system_entry,A
EWM,Alley,surface_hardness,149.375,258.59375,1.409769044320836e-4,system_entry,B
HF,Alley,surface_hardness,146.40625,258.59375,1.22239267640255e-4,system_entry,A
HF,Alley,surface_hardness,143.28125,258.59375,8.259484372193588e-4,system_entry,B
LF,Alley,surface_hardness,123.28125,258.59375,2.4496939221444066e-4,system_entry,A
LF,Alley,surface_hardness,144.0625,258.59375,0.004440178518265824,system_entry,B
RT,Alley,surface_hardness,112.65625,258.59375,1.5479890464077556e-4,system_entry,A
RT,Alley,surface_hardness,157.96875,258.59375,0.0044670324876868355,system_entry,B
NA,Alley,total_c,2.239125,2.1182499999999997,0.45008552923541645,entry,A
NA,Alley,total_c,2.3155,2.1182499999999997,0.25918641435034584,entry,B
NA,Alley,total_c,1.827,2.1182499999999997,0.09294027441549947,entry,Corn
Corn,Alley,total_c,1.827,2.1182499999999997,0.09294027441549947,system,NA
EWM,Alley,total_c,2.12625,2.1182499999999997,0.9542879927622461,system,NA
HF,Alley,total_c,2.504625,2.1182499999999997,0.1682671953116099,system,NA
LF,Alley,total_c,2.19725,2.1182499999999997,0.6499117807015495,system,NA
RT,Alley,total_c,2.281125,2.1182499999999997,0.2985694598570201,system,NA
Corn,Alley,total_c,1.827,2.1182499999999997,0.09294027441549947,system_entry,Corn
EWM,Alley,total_c,2.10525,2.1182499999999997,0.930792510577028,system_entry,A
EWM,Alley,total_c,2.14725,2.1182499999999997,0.8453721741603356,system_entry,B
HF,Alley,total_c,2.48075,2.1182499999999997,0.31761915175465977,system_entry,A
HF,Alley,total_c,2.5285,2.1182499999999997,0.38632689641580276,system_entry,B
LF,Alley,total_c,2.2085,2.1182499999999997,0.6870719776534582,system_entry,A
LF,Alley,total_c,2.186,2.1182499999999997,0.7644202826655225,system_entry,B
RT,Alley,total_c,2.162,2.1182499999999997,0.7737395099822417,system_entry,A
RT,Alley,total_c,2.4002499999999998,2.1182499999999997,0.11312589611327843,system_entry,B
NA,Alley,total_n,0.18425,0.17425,0.5600724923474294,entry,A
NA,Alley,total_n,0.19125,0.17425,0.34926651230234856,entry,B
NA,Alley,total_n,0.154,0.17425,0.2567610830926432,entry,Corn
Corn,Alley,total_n,0.154,0.17425,0.2567610830926432,system,NA
EWM,Alley,total_n,0.182125,0.17425,0.6407663009159971,system,NA
HF,Alley,total_n,0.19525,0.17425,0.28296238541506924,system,NA
LF,Alley,total_n,0.19,0.17425,0.44924585493236724,system,NA
RT,Alley,total_n,0.18362499999999998,0.17425,0.6316292484324713,system,NA
Corn,Alley,total_n,0.154,0.17425,0.2567610830926432,system_entry,Corn
EWM,Alley,total_n,0.178,0.17425,0.8345286848061926,system_entry,A
EWM,Alley,total_n,0.18625,0.17425,0.5181366808582102,system_entry,B
HF,Alley,total_n,0.19825,0.17425,0.23826193034309004,system_entry,A
HF,Alley,total_n,0.19225,0.17425,0.49897821390554786,system_entry,B
LF,Alley,total_n,0.18675,0.17425,0.6578756410139331,system_entry,A
LF,Alley,total_n,0.19325,0.17425,0.4585253727813552,system_entry,B
RT,Alley,total_n,0.174,0.17425,0.9895995180126445,system_entry,A
RT,Alley,total_n,0.19325,0.17425,0.5014900170378349,system_entry,B
NA,Alley,zn,0.2481530539375,0.32523789075,0.548552875719122,entry,A
NA,Alley,zn,0.3357179211875,0.32523789075,0.9431948135680283,entry,B
NA,Alley,zn,0.22673092375,0.32523789075,0.42182062983189833,entry,Corn
Corn,Alley,zn,0.22673092375,0.32523789075,0.42182062983189833,system,NA
EWM,Alley,zn,0.21032099125,0.32523789075,0.3773565920128199,system,NA
HF,Alley,zn,0.482152419,0.32523789075,0.5141311744464069,system,NA
LF,Alley,zn,0.227099985375,0.32523789075,0.42879696577553306,system,NA
RT,Alley,zn,0.24816855462499998,0.32523789075,0.5285133753668647,system,NA
Corn,Alley,zn,0.22673092375,0.32523789075,0.42182062983189833,system_entry,Corn
EWM,Alley,zn,0.143382869,0.32523789075,0.1842352618463191,system_entry,A
EWM,Alley,zn,0.2772591135,0.32523789075,0.744156271017729,system_entry,B
HF,Alley,zn,0.39684752375,0.32523789075,0.7772065037784478,system_entry,A
HF,Alley,zn,0.56745731425,0.32523789075,0.5812176590161178,system_entry,B
LF,Alley,zn,0.25299912625,0.32523789075,0.5655559382222057,system_entry,A
LF,Alley,zn,0.2012008445,0.32523789075,0.3322651057792383,system_entry,B
RT,Alley,zn,0.19938269675,0.32523789075,0.3314887199425425,system_entry,A
RT,Alley,zn,0.2969544125,0.32523789075,0.8142041311849753,system_entry,B
NA,Corn,active_carbon,519.3774988875,484.573363175,0.21876438816473576,entry,A
NA,Corn,active_carbon,467.41395692500004,484.573363175,0.5877261516983062,entry,Alley
NA,Corn,active_carbon,538.8568496625,484.573363175,0.0771725558555608,entry,B
Alley,Corn,active_carbon,467.41395692500004,484.573363175,0.5877261516983062,system,NA
EWM,Corn,active_carbon,523.5298531125,484.573363175,0.14708670692257858,system,NA
HF,Corn,active_carbon,577.6472277500001,484.573363175,0.03915889573603858,system,NA
LF,Corn,active_carbon,509.848704875,484.573363175,0.34285735277655677,system,NA
RT,Corn,active_carbon,505.4429113625,484.573363175,0.551296432328604,system,NA
Alley,Corn,active_carbon,467.41395692500004,484.573363175,0.5877261516983062,system_entry,Alley
EWM,Corn,active_carbon,517.037104775,484.573363175,0.22783965018995267,system_entry,A
EWM,Corn,active_carbon,530.02260145,484.573363175,0.10614337819944127,system_entry,B
HF,Corn,active_carbon,577.4131322750001,484.573363175,0.07299117101033627,system_entry,A
HF,Corn,active_carbon,577.881323225,484.573363175,0.24177867383930413,system_entry,B
LF,Corn,active_carbon,501.732769475,484.573363175,0.6187536054462464,system_entry,A
LF,Corn,active_carbon,517.964640275,484.573363175,0.2324602717108468,system_entry,B
RT,Corn,active_carbon,481.326989025,484.573363175,0.9452248624246404,system_entry,A
RT,Corn,active_carbon,529.5588336999999,484.573363175,0.3507512306213239,system_entry,B
NA,Corn,aggregate_stability,14.3419447580625,5.716788834,9.411280744011834e-4,entry,A
NA,Corn,aggregate_stability,23.2747736425,5.716788834,5.1304660514366016e-5,entry,Alley
NA,Corn,aggregate_stability,17.45125664375,5.716788834,9.037149328048318e-5,entry,B
Alley,Corn,aggregate_stability,23.2747736425,5.716788834,5.1304660514366016e-5,system,NA
EWM,Corn,aggregate_stability,13.735373331125,5.716788834,0.0016536396611697417,system,NA
HF,Corn,aggregate_stability,15.22462709375,5.716788834,7.511835196127053e-4,system,NA
LF,Corn,aggregate_stability,15.96692338,5.716788834,6.825406563612116e-4,system,NA
RT,Corn,aggregate_stability,18.65947899875,5.716788834,2.203117986995786e-4,system,NA
Alley,Corn,aggregate_stability,23.2747736425,5.716788834,5.1304660514366016e-5,system_entry,Alley
EWM,Corn,aggregate_stability,12.15739680225,5.716788834,0.024969724452380274,system_entry,A
EWM,Corn,aggregate_stability,15.313349859999999,5.716788834,0.0018576042744480345,system_entry,B
HF,Corn,aggregate_stability,14.4257587575,5.716788834,0.0021967336388707473,system_entry,A
HF,Corn,aggregate_stability,16.02349543,5.716788834,0.0017312092525601207,system_entry,B
LF,Corn,aggregate_stability,14.417346187500002,5.716788834,0.04307260909236948,system_entry,A
LF,Corn,aggregate_stability,17.5165005725,5.716788834,0.004368613782668001,system_entry,B
RT,Corn,aggregate_stability,16.367277285,5.716788834,0.0037731802361786874,system_entry,A
RT,Corn,aggregate_stability,20.9516807125,5.716788834,0.013059538954086363,system_entry,B
NA,Corn,al,1.6807614253125,2.5055488095,0.012304311734739856,entry,A
NA,Corn,al,1.857060698,2.5055488095,0.03793896093578576,entry,Alley
NA,Corn,al,1.809420292125,2.5055488095,0.022978519316352197,entry,B
Alley,Corn,al,1.857060698,2.5055488095,0.03793896093578576,system,NA
EWM,Corn,al,1.72669973275,2.5055488095,0.014133761959233323,system,NA
HF,Corn,al,1.587908022625,2.5055488095,0.011934104891897907,system,NA
LF,Corn,al,1.7950550125,2.5055488095,0.020670359164706574,system,NA
RT,Corn,al,1.870700667,2.5055488095,0.04116252920849698,system,NA
Alley,Corn,al,1.857060698,2.5055488095,0.03793896093578576,system_entry,Alley
EWM,Corn,al,1.5332151455,2.5055488095,0.007041031286960057,system_entry,A
EWM,Corn,al,1.9201843200000002,2.5055488095,0.08867561217008786,system_entry,B
HF,Corn,al,1.527249286,2.5055488095,0.008288687363803744,system_entry,A
HF,Corn,al,1.64856675925,2.5055488095,0.012380636923389036,system_entry,B
LF,Corn,al,1.7427978165,2.5055488095,0.017884022527608474,system_entry,A
LF,Corn,al,1.8473122085,2.5055488095,0.09503497540007137,system_entry,B
RT,Corn,al,1.91978345325,2.5055488095,0.19144702330496322,system_entry,A
RT,Corn,al,1.8216178807499999,2.5055488095,0.05390901268461064,system_entry,B
NA,Corn,ca,2285.4385976875,1932.50222425,0.6153021472368225,entry,A
NA,Corn,ca,2016.104956,1932.50222425,0.902978352525664,entry,Alley
NA,Corn,ca,2367.484147,1932.50222425,0.5357767726063704,entry,B
Alley,Corn,ca,2016.104956,1932.50222425,0.902978352525664,system,NA
EWM,Corn,ca,1998.521691125,1932.50222425,0.9214513395556996,system,NA
HF,Corn,ca,2667.334493,1932.50222425,0.40056987331253924,system,NA
LF,Corn,ca,1920.36990525,1932.50222425,0.9851798535798413,system,NA
RT,Corn,ca,2719.6194,1932.50222425,0.3319763167803353,system,NA
Alley,Corn,ca,2016.104956,1932.50222425,0.902978352525664,system_entry,Alley
EWM,Corn,ca,1951.17078925,1932.50222425,0.9796250459521861,system_entry,A
EWM,Corn,ca,2045.872593,1932.50222425,0.8728659230408173,system_entry,B
HF,Corn,ca,2437.3523972499997,1932.50222425,0.6450966292670433,system_entry,A
HF,Corn,ca,2897.31658875,1932.50222425,0.4190349173254983,system_entry,B
LF,Corn,ca,1903.80537775,1932.50222425,0.9668638185984118,system_entry,A
LF,Corn,ca,1936.93443275,1932.50222425,0.9947273981070077,system_entry,B
RT,Corn,ca,2849.4258265,1932.50222425,0.3978310910797333,system_entry,A
RT,Corn,ca,2589.8129735,1932.50222425,0.4755686920772041,system_entry,B
NA,Corn,cu,0.0669143775,0.05078450325,1.8672705538897534e-4,entry,A
NA,Corn,cu,0.07108308975,0.05078450325,0.00574397821572293,entry,Alley
NA,Corn,cu,0.08205156887500001,0.05078450325,2.2526382201247606e-4,entry,B
Alley,Corn,cu,0.07108308975,0.05078450325,0.00574397821572293,system,NA
EWM,Corn,cu,0.0782527195,0.05078450325,0.06761428519510573,system,NA
HF,Corn,cu,0.072602936125,0.05078450325,0.008256722809916786,system,NA
LF,Corn,cu,0.072793579625,0.05078450325,0.0028539420327185062,system,NA
RT,Corn,cu,0.0742826575,0.05078450325,3.934250827424706e-4,system,NA
Alley,Corn,cu,0.07108308975,0.05078450325,0.00574397821572293,system_entry,Alley
EWM,Corn,cu,0.06318915825,0.05078450325,0.048449364547076976,system_entry,A
EWM,Corn,cu,0.09331628075000001,0.05078450325,0.17574869245382865,system_entry,B
HF,Corn,cu,0.06631927274999999,0.05078450325,0.04933097216155984,system_entry,A
HF,Corn,cu,0.0788865995,0.05078450325,0.07858102438681795,system_entry,B
LF,Corn,cu,0.07291484200000001,0.05078450325,0.07165713713450758,system_entry,A
LF,Corn,cu,0.07267231725,0.05078450325,0.04829584341728821,system_entry,B
RT,Corn,cu,0.065234237,0.05078450325,0.014864788663003895,system_entry,A
RT,Corn,cu,0.083331078,0.05078450325,1.1064319393968926e-4,system_entry,B
NA,Corn,fe,0.507185825625,0.52773358925,0.7591329644989594,entry,A
NA,Corn,fe,0.41487801125,0.52773358925,0.04823030451790431,entry,Alley
NA,Corn,fe,0.5532679361875,0.52773358925,0.6713470530694644,entry,B
Alley,Corn,fe,0.41487801125,0.52773358925,0.04823030451790431,system,NA
EWM,Corn,fe,0.504564444875,0.52773358925,0.7336883476840259,system,NA
HF,Corn,fe,0.467531689875,0.52773358925,0.2498997122940486,system,NA
LF,Corn,fe,0.5592519585,0.52773358925,0.749423748060451,system,NA
RT,Corn,fe,0.589559430375,0.52773358925,0.5610609686294192,system,NA
Alley,Corn,fe,0.41487801125,0.52773358925,0.04823030451790431,system_entry,Alley
EWM,Corn,fe,0.40338232949999997,0.52773358925,0.03570588708417415,system_entry,A
EWM,Corn,fe,0.60574656025,0.52773358925,0.445330800173648,system_entry,B
HF,Corn,fe,0.45210991325,0.52773358925,0.18454068166228177,system_entry,A
HF,Corn,fe,0.48295346650000004,0.52773358925,0.535790472933197,system_entry,B
LF,Corn,fe,0.5493632085,0.52773358925,0.8391247888572624,system_entry,A
LF,Corn,fe,0.5691407085,0.52773358925,0.8227352104960961,system_entry,B
RT,Corn,fe,0.62388785125,0.52773358925,0.6674932028152536,system_entry,A
RT,Corn,fe,0.5552310094999999,0.52773358925,0.6310518390460562,system_entry,B
NA,Corn,k,34.186952571875,31.48840818,0.48412132118089385,entry,A
NA,Corn,k,33.473405145,31.48840818,0.6652916203894125,entry,Alley
NA,Corn,k,37.195470410625,31.48840818,0.1943984489866007,entry,B
Alley,Corn,k,33.473405145,31.48840818,0.6652916203894125,system,NA
EWM,Corn,k,34.1411328675,31.48840818,0.5146653637200029,system,NA
HF,Corn,k,38.4401481225,31.48840818,0.27721950159334996,system,NA
LF,Corn,k,33.0254731025,31.48840818,0.6742015549968444,system,NA
RT,Corn,k,37.1580918725,31.48840818,0.17600661544366047,system,NA
Alley,Corn,k,33.473405145,31.48840818,0.6652916203894125,system_entry,Alley
EWM,Corn,k,31.901578735,31.48840818,0.9154350074798137,system_entry,A
EWM,Corn,k,36.380687,31.48840818,0.3662924624144627,system_entry,B
HF,Corn,k,36.4124618025,31.48840818,0.5181419887531854,system_entry,A
HF,Corn,k,40.4678344425,31.48840818,0.406315213171923,system_entry,B
LF,Corn,k,33.11860494,31.48840818,0.6637907246711999,system_entry,A
LF,Corn,k,32.932341265,31.48840818,0.7232787360235837,system_entry,B
RT,Corn,k,35.31516481,31.48840818,0.3677673574336531,system_entry,A
RT,Corn,k,39.001018935,31.48840818,0.10889125102400961,system_entry,B
NA,Corn,mg,161.873464575,132.47547277500001,0.13189903392067504,entry,A
NA,Corn,mg,164.49450655,132.47547277500001,0.11805423017547219,entry,Alley
NA,Corn,mg,165.60012900625,132.47547277500001,0.10140572852477348,entry,B
Alley,Corn,mg,164.49450655,132.47547277500001,0.11805423017547219,system,NA
EWM,Corn,mg,163.411367225,132.47547277500001,0.11862524618416607,system,NA
HF,Corn,mg,155.8389371125,132.47547277500001,0.20813720795158813,system,NA
LF,Corn,mg,170.2750868375,132.47547277500001,0.07207943442135892,system,NA
RT,Corn,mg,165.4217959875,132.47547277500001,0.10289444162562708,system,NA
Alley,Corn,mg,164.49450655,132.47547277500001,0.11805423017547219,system_entry,Alley
EWM,Corn,mg,160.26387110000002,132.47547277500001,0.16517672273034908,system_entry,A
EWM,Corn,mg,166.55886335,132.47547277500001,0.11205552186889202,system_entry,B
HF,Corn,mg,152.3813883,132.47547277500001,0.2788361218486351,system_entry,A
HF,Corn,mg,159.296485925,132.47547277500001,0.18350701837723207,system_entry,B
LF,Corn,mg,171.2927837,132.47547277500001,0.075125171824544,system_entry,A
LF,Corn,mg,169.257389975,132.47547277500001,0.08074928867942673,system_entry,B
RT,Corn,mg,163.5558152,132.47547277500001,0.1531104912207985,system_entry,A
RT,Corn,mg,167.287776775,132.47547277500001,0.10485679543366393,system_entry,B
NA,Corn,mn,4.1814003664375,3.883916584,0.740043598364114,entry,A
NA,Corn,mn,3.300385805,3.883916584,0.4875527140641349,entry,Alley
NA,Corn,mn,3.9266871599375,3.883916584,0.9594999640000166,entry,B
Alley,Corn,mn,3.300385805,3.883916584,0.4875527140641349,system,NA
EWM,Corn,mn,3.404381547875,3.883916584,0.5699545441967544,system,NA
HF,Corn,mn,3.826399833875,3.883916584,0.9532120287688899,system,NA
LF,Corn,mn,4.499345124625,3.883916584,0.6001572729749112,system,NA
RT,Corn,mn,4.486048546375,3.883916584,0.5056760169221415,system,NA
Alley,Corn,mn,3.300385805,3.883916584,0.4875527140641349,system_entry,Alley
EWM,Corn,mn,3.217418821,3.883916584,0.4665654824593812,system_entry,A
EWM,Corn,mn,3.59134427475,3.883916584,0.7545506187800102,system_entry,B
HF,Corn,mn,3.4425863407499997,3.883916584,0.7145810924394927,system_entry,A
HF,Corn,mn,4.210213327,3.883916584,0.7975006947959086,system_entry,B
LF,Corn,mn,5.11039861575,3.883916584,0.48049280134503736,system_entry,A
LF,Corn,mn,3.8882916335,3.883916584,0.9976031461662918,system_entry,B
RT,Corn,mn,4.95519768825,3.883916584,0.37514062698533446,system_entry,A
RT,Corn,mn,4.0168994045,3.883916584,0.8763040195634162,system_entry,B
NA,Corn,organic_matter,3.0834383343125,2.8065185335,0.010894638650051486,entry,A
NA,Corn,organic_matter,3.1164329805,2.8065185335,0.17639605614226406,entry,Alley
NA,Corn,organic_matter,3.2500387541875,2.8065185335,3.636780470963152e-4,entry,B
Alley,Corn,organic_matter,3.1164329805,2.8065185335,0.17639605614226406,system,NA
EWM,Corn,organic_matter,3.0388269011249998,2.8065185335,0.03150620588244474,system,NA
HF,Corn,organic_matter,3.26148675575,2.8065185335,0.0034714801713119346,system,NA
LF,Corn,organic_matter,3.2332273145,2.8065185335,0.029147982632013104,system,NA
RT,Corn,organic_matter,3.133413205625,2.8065185335,0.048132865315168256,system,NA
Alley,Corn,organic_matter,3.1164329805,2.8065185335,0.17639605614226406,system_entry,Alley
EWM,Corn,organic_matter,2.9522783332499998,2.8065185335,0.26455573666767485,system_entry,A
EWM,Corn,organic_matter,3.1253754689999997,2.8065185335,0.05630338579592665,system_entry,B
HF,Corn,organic_matter,3.202391721,2.8065185335,0.0014057320283268006,system_entry,A
HF,Corn,organic_matter,3.3205817905,2.8065185335,0.09984186698821383,system_entry,B
LF,Corn,organic_matter,3.20283531225,2.8065185335,0.26034809843177564,system_entry,A
LF,Corn,organic_matter,3.26361931675,2.8065185335,0.06842539935577323,system_entry,B
RT,Corn,organic_matter,2.9762479707500002,2.8065185335,0.31898512081949515,system_entry,A
RT,Corn,organic_matter,3.2905784405,2.8065185335,0.10774742158709538,system_entry,B
NA,Corn,p,2.48710351075,1.333754911,0.2098313324127138,entry,A
NA,Corn,p,1.52049948175,1.333754911,0.2560401643566495,entry,Alley
NA,Corn,p,3.7374828930000006,1.333754911,0.14257874706564955,entry,B
Alley,Corn,p,1.52049948175,1.333754911,0.2560401643566495,system,NA
EWM,Corn,p,1.656898787375,1.333754911,0.11691686128121681,system,NA
HF,Corn,p,6.83522793525,1.333754911,0.13883565730868563,system,NA
LF,Corn,p,1.578275057375,1.333754911,0.30853232699902056,system,NA
RT,Corn,p,2.3787710275,1.333754911,0.049193390282975105,system,NA
Alley,Corn,p,1.52049948175,1.333754911,0.2560401643566495,system_entry,Alley
EWM,Corn,p,1.3550156315000002,1.333754911,0.8873098059459356,system_entry,A
EWM,Corn,p,1.95878194325,1.333754911,0.03267574802429561,system_entry,B
HF,Corn,p,5.3274455645,1.333754911,0.32215559772667124,system_entry,A
HF,Corn,p,8.343010306,1.333754911,0.33648322915014317,system_entry,B
LF,Corn,p,1.4742447625,1.333754911,0.6670678880638591,system_entry,A
LF,Corn,p,1.68230535225,1.333754911,0.34753694426052745,system_entry,B
RT,Corn,p,1.7917080845000002,1.333754911,0.34638023802026596,system_entry,A
RT,Corn,p,2.9658339705,1.333754911,0.10038196577778098,system_entry,B
NA,Corn,ph,8.197375000000001,8.0915,0.12882207862336514,entry,A
NA,Corn,ph,8.23675,8.0915,0.051571974677375405,entry,Alley
NA,Corn,ph,8.25625,8.0915,0.03208167206680436,entry,B
Alley,Corn,ph,8.23675,8.0915,0.051571974677375405,system,NA
EWM,Corn,ph,8.254625,8.0915,0.04569744022341424,system,NA
HF,Corn,ph,8.183,8.0915,0.2820997470046113,system,NA
LF,Corn,ph,8.206,8.0915,0.1612234583982887,system,NA
RT,Corn,ph,8.263625000000001,8.0915,0.035458513893865555,system,NA
Alley,Corn,ph,8.23675,8.0915,0.051571974677375405,system_entry,Alley
EWM,Corn,ph,8.2185,8.0915,0.24713990504624941,system_entry,A
EWM,Corn,ph,8.29075,8.0915,0.04469539149824596,system_entry,B
HF,Corn,ph,8.1305,8.0915,0.7231055237135668,system_entry,A
HF,Corn,ph,8.2355,8.0915,0.23707533337472536,system_entry,B
LF,Corn,ph,8.1955,8.0915,0.25375841974408914,system_entry,A
LF,Corn,ph,8.2165,8.0915,0.3350075137219288,system_entry,B
RT,Corn,ph,8.245000000000001,8.0915,0.14268569409225815,system_entry,A
RT,Corn,ph,8.282250000000001,8.0915,0.07325179358507415,system_entry,B
NA,Corn,pred_soil_protein,5.328508912,4.7264794525000005,0.05950680229781791,entry,A
NA,Corn,pred_soil_protein,5.0072200865,4.7264794525000005,0.5934057363244742,entry,Alley
NA,Corn,pred_soil_protein,5.5792194841875,4.7264794525000005,0.01381346007488409,entry,B
Alley,Corn,pred_soil_protein,5.0072200865,4.7264794525000005,0.5934057363244742,system,NA
EWM,Corn,pred_soil_protein,5.214007425875,4.7264794525000005,0.08712363787858955,system,NA
HF,Corn,pred_soil_protein,5.849807919375,4.7264794525000005,0.02776292452838684,system,NA
LF,Corn,pred_soil_protein,5.482022590875,4.7264794525000005,0.07498161388549504,system,NA
RT,Corn,pred_soil_protein,5.26961885625,4.7264794525000005,0.13832947211813262,system,NA
Alley,Corn,pred_soil_protein,5.0072200865,4.7264794525000005,0.5934057363244742,system_entry,Alley
EWM,Corn,pred_soil_protein,5.07862624825,4.7264794525000005,0.22391515690731006,system_entry,A
EWM,Corn,pred_soil_protein,5.3493886035,4.7264794525000005,0.05345025973006356,system_entry,B
HF,Corn,pred_soil_protein,5.888031055,4.7264794525000005,0.08913473760656852,system_entry,A
HF,Corn,pred_soil_protein,5.81158478375,4.7264794525000005,0.20982686833413758,system_entry,B
LF,Corn,pred_soil_protein,5.42702478075,4.7264794525000005,0.3030877530884155,system_entry,A
LF,Corn,pred_soil_protein,5.5370204009999995,4.7264794525000005,0.1552098897174315,system_entry,B
RT,Corn,pred_soil_protein,4.920353564,4.7264794525000005,0.5850112124943151,system_entry,A
RT,Corn,pred_soil_protein,5.6188841485,4.7264794525000005,0.1332491284337502,system_entry,B
NA,Corn,pred_water_capacity,0.2111966846875,0.21125773675,0.9717196956064975,entry,A
NA,Corn,pred_water_capacity,0.20334219625,0.21125773675,0.12413813284141377,entry,Alley
NA,Corn,pred_water_capacity,0.21281709168750002,0.21125773675,0.5817160124143399,entry,B
Alley,Corn,pred_water_capacity,0.20334219625,0.21125773675,0.12413813284141377,system,NA
EWM,Corn,pred_water_capacity,0.20999626100000002,0.21125773675,0.6085075141270744,system,NA
HF,Corn,pred_water_capacity,0.21667101225,0.21125773675,0.1877272639806911,system,NA
LF,Corn,pred_water_capacity,0.211224504625,0.21125773675,0.9917412872809038,system,NA
RT,Corn,pred_water_capacity,0.21013577487500001,0.21125773675,0.7376788986757201,system,NA
Alley,Corn,pred_water_capacity,0.20334219625,0.21125773675,0.12413813284141377,system_entry,Alley
EWM,Corn,pred_water_capacity,0.21007291825000002,0.21125773675,0.7050992224301378,system_entry,A
EWM,Corn,pred_water_capacity,0.20991960375000002,0.21125773675,0.7646486817959341,system_entry,B
HF,Corn,pred_water_capacity,0.21441933475,0.21125773675,0.15805311322462126,system_entry,A
HF,Corn,pred_water_capacity,0.21892268975,0.21125773675,0.38456087455783383,system_entry,B
LF,Corn,pred_water_capacity,0.2120141615,0.21125773675,0.8837044283310551,system_entry,A
LF,Corn,pred_water_capacity,0.21043484775000001,0.21125773675,0.8679138326273033,system_entry,B
RT,Corn,pred_water_capacity,0.20828032424999998,0.21125773675,0.41009871145281673,system_entry,A
RT,Corn,pred_water_capacity,0.2119912255,0.21125773675,0.9093785339229519,system_entry,B
NA,Corn,respiration,0.7735246150625,0.4866005375,1.0650115808998767e-5,entry,A
NA,Corn,respiration,0.827079047,0.4866005375,6.409188027798034e-5,entry,Alley
NA,Corn,respiration,0.7260881558125,0.4866005375,5.263447561681416e-5,entry,B
Alley,Corn,respiration,0.827079047,0.4866005375,6.409188027798034e-5,system,NA
EWM,Corn,respiration,0.717664859375,0.4866005375,1.2221937343614213e-4,system,NA
HF,Corn,respiration,0.8125377775,0.4866005375,2.3969260058130803e-4,system,NA
LF,Corn,respiration,0.722098173375,0.4866005375,1.7398367455433525e-4,system,NA
RT,Corn,respiration,0.7469247315,0.4866005375,0.0015815663612510661,system,NA
Alley,Corn,respiration,0.827079047,0.4866005375,6.409188027798034e-5,system_entry,Alley
EWM,Corn,respiration,0.73096480125,0.4866005375,5.469787947191237e-4,system_entry,A
EWM,Corn,respiration,0.7043649175,0.4866005375,0.01832038175486065,system_entry,B
HF,Corn,respiration,0.76820463825,0.4866005375,0.003930472587796524,system_entry,A
HF,Corn,respiration,0.85687091675,0.4866005375,0.025739483555363617,system_entry,B
LF,Corn,respiration,0.7682046385,0.4866005375,0.006003620672109122,system_entry,A
LF,Corn,respiration,0.67599170825,0.4866005375,0.003751709148661954,system_entry,B
RT,Corn,respiration,0.82672438225,0.4866005375,0.0029717149402577027,system_entry,A
RT,Corn,respiration,0.66712508075,0.4866005375,0.11154257382297914,system_entry,B
NA,Corn,s,3.1598621658125,3.22095287925,0.8102531172095403,entry,A
